{{MatchSchedule|team1=USG |team2=La Cucaracha |team1score= |team2score= |winner= |date=2020-05-29|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Bra7a3lenaya7ag |team2=Team IQ |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Syrians |team2=Lowry Team |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team Classic Plays |team2=USG |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Sad Mad Bad |team2=Mohamed Emad |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Global Map Awareness |team2=Inferno |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=heroes |team2=TeamName |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=ZimaBlue |team2=5 deadly sins |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team Rush Gamers |team2=Mute The Silence |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team Full Skin |team2=Oxygen |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=LegendsWins |team2=unkownsquad |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Mozrabs |team2=KGTeaM |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=المتوحدون الخمسة |team2=Pantheon Gamers |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Divide And Conquer |team2=KG FORCE |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=MOSFETS |team2=defilers |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Old School |team2=Brotherhood |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=king blitz |team2=The Wandering Minds |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=gate keepers |team2=Horus Gaming |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Soul Reapers Team |team2=Fear Beyond Death |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Anubis Gaming |team2=Guardian Devil Team |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Challengers |team2=ZhiEnd |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Take this trap |team2=Waiting The Flash |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Always Miss cannon |team2=Suicide Gang |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=[عفيفي و اتباعه] |team2=Zombie Land |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=SOS |team2=Team 10 |team1score= |team2score= |winner= |date=2020-06-26|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=عبعال والصحبة |team2=Black Minions |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team 9 |team2=Hydra Gaming |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Trojans |team2=RAGE Esports |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Dark Lords Gaming |team2=Sad Mad Bad Dad |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=ALEXLoL |team2=KG Team 10 |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=elnegma |team2=Team Ninja Turtles |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Always Ban Yasuo |team2=Anti-Heroes |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Locked Violence |team2=Southside Serpents |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=T9 Up |team2=No Name Now |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Jumanji |team2=feed them more |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=sick boy w el so7bA |team2=TeamMyth |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=we are unique |team2=QLASH Egypt |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team Of Lords |team2=©C4 Gaming |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Trashes |team2=covid 6 9 |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Ironic Q |team2=Darkness |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Focus the adc |team2=Hype Warriors |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Beginners killers |team2=zombies |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Golden Flashes |team2=grand master slayers |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=T3mya Esports |team2=Egypt legends |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=BEGINNING OF THE END |team2=Losifour Gaming |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=EGY Carry |team2=eagles |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=ACE |team2=MEN ALLAH DOLEH |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=3x6 |team2=BtatesLazeza |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Beta Gamma Team |team2=NoXian Army |team1score= |team2score= |winner= |date=2020-06-27|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Bra7a3lenaya7ag |team2=Lowry Team |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team IQ |team2=USG |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team Classic Plays |team2=La Cucaracha |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Sad Mad Bad |team2=Inferno |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Mohamed Emad |team2=TeamName |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=heroes |team2=Inting Strats |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=ZimaBlue |team2=Mute The Silence |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=5 deadly sins |team2=Oxygen |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team Full Skin |team2=Disconnected Universe |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=LegendsWins |team2=KGTeaM |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=unkownsquad |team2=Pantheon Gamers |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=المتوحدون الخمسة |team2=Knockout Kings |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Divide And Conquer |team2=defilers |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=KG FORCE |team2=Brotherhood |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Old School |team2=EL-Homies |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=king blitz |team2=Horus Gaming |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=The Wandering Minds |team2=Fear Beyond Death |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Soul Reapers Team |team2=INFINITY EDGE GAMING |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Anubis Gaming |team2=ZhiEnd |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Guardian Devil Team |team2=Waiting The Flash |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Take this trap |team2=DunkMasters X |team1score= |team2score= |winner= |date=2020-07-03|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Bra7a3lenaya7ag |team2=USG |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team IQ |team2=La Cucaracha |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Syrians |team2=Team Classic Plays |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Sad Mad Bad |team2=TeamName |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Mohamed Emad |team2=Inting Strats |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Global Map Awareness |team2=heroes |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=ZimaBlue |team2=Oxygen |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=5 deadly sins |team2=Disconnected Universe |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Team Rush Gamers |team2=Team Full Skin |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=LegendsWins |team2=Pantheon Gamers |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=unkownsquad |team2=Knockout Kings |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Mozrabs |team2=المتوحدون الخمسة |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Divide And Conquer |team2=Brotherhood |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=KG FORCE |team2=EL-Homies |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=MOSFETS |team2=Old School |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=king blitz |team2=Fear Beyond Death |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=The Wandering Minds |team2=INFINITY EDGE GAMING |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=gate keepers |team2=Soul Reapers Team |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Anubis Gaming |team2=Waiting The Flash |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Guardian Devil Team |team2=DunkMasters X |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
{{MatchSchedule|team1=Challengers |team2=Take this trap |team1score= |team2score= |winner= |date=2020-07-04|time=20:00 |timezone=CET |dst=yes |stream= }}
